Folder,Caption,File Path,Cleaned_Caption,Scam_Score_Caption,Label,Most_Frequent_Keywords,Scam_Detection,Cleaned_Text
bestdeals,Natural Australian opal doublets 3.5mm 1.2ct only $12 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-11-57_UTC.txt,natural australian opal doublets 35mm 12ct only 12 reference coin is a penny 19mm or 34 please claim with me or mine first class usps shipping 6 international shipping 23 canada 15 please send dm if international first one to claim me or mine wins natural bestdeals turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise,0,0,"one, shipping, australian, international, bestdeals, please, 15, turquoiseterritory, turquoise, dm, coin, cabsforsale, 6, claim, natural, first, sale, mine",Scam,natural australian opal doublets mm ct only  reference coin is a penny mm or  please claim with me or mine first class usps shipping  international shipping  canada  please send dm if international first one to claim me or mine wins natural bestdeals  turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier  turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise
bestdeals,Natural Australian opal doublets 5.77ct only $58 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-12-47_UTC.txt,natural australian opal doublets 577ct only 58 reference coin is a penny 19mm or 34 please claim with me or mine first class usps shipping 6 international shipping 23 canada 15 please send dm if international first one to claim me or mine wins natural bestdeals turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise,0,0,"one, shipping, australian, international, bestdeals, please, 15, turquoiseterritory, turquoise, dm, coin, cabsforsale, 6, claim, natural, first, sale, mine",Scam,natural australian opal doublets ct only  reference coin is a penny mm or  please claim with me or mine first class usps shipping  international shipping  canada  please send dm if international first one to claim me or mine wins natural bestdeals  turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier  turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise
bestdeals,Natural Australian opal doublets 5.07ct only $51 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-13-52_UTC.txt,natural australian opal doublets 507ct only 51 reference coin is a penny 19mm or 34 please claim with me or mine first class usps shipping 6 international shipping 23 canada 15 please send dm if international first one to claim me or mine wins natural bestdeals turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise,0,0,"one, shipping, australian, international, bestdeals, please, 15, turquoiseterritory, turquoise, dm, coin, cabsforsale, 6, claim, natural, first, sale, mine",Scam,natural australian opal doublets ct only  reference coin is a penny mm or  please claim with me or mine first class usps shipping  international shipping  canada  please send dm if international first one to claim me or mine wins natural bestdeals  turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier  turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise
bestdeals,Natural Australian opal doublets 4ct only $40 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-15-51_UTC.txt,natural australian opal doublets 4ct only 40 reference coin is a penny 19mm or 34 please claim with me or mine first class usps shipping 6 international shipping 23 canada 15 please send dm if international first one to claim me or mine wins natural bestdeals turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise,0,0,"one, shipping, australian, international, bestdeals, please, 15, turquoiseterritory, turquoise, dm, coin, cabsforsale, 6, claim, natural, first, sale, mine",Scam,natural australian opal doublets ct only  reference coin is a penny mm or  please claim with me or mine first class usps shipping  international shipping  canada  please send dm if international first one to claim me or mine wins natural bestdeals  turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier  turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise
bestdeals,Natural Australian opal doublets 10.36ct only $104 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-16-35_UTC.txt,natural australian opal doublets 1036ct only 104 reference coin is a penny 19mm or 34 please claim with me or mine first class usps shipping 6 international shipping 23 canada 15 please send dm if international first one to claim me or mine wins natural bestdeals turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise,0,0,"one, shipping, australian, international, bestdeals, please, 15, turquoiseterritory, turquoise, dm, coin, cabsforsale, 6, claim, natural, first, sale, mine",Scam,natural australian opal doublets ct only  reference coin is a penny mm or  please claim with me or mine first class usps shipping  international shipping  canada  please send dm if international first one to claim me or mine wins natural bestdeals  turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier  turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise
bestdeals,Natural Australian opal doublets 5.87ct only $59 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-17-19_UTC.txt,natural australian opal doublets 587ct only 59 reference coin is a penny 19mm or 34 please claim with me or mine first class usps shipping 6 international shipping 23 canada 15 please send dm if international first one to claim me or mine wins natural bestdeals turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise,0,0,"one, shipping, australian, international, bestdeals, please, 15, turquoiseterritory, turquoise, dm, coin, cabsforsale, 6, claim, natural, first, sale, mine",Scam,natural australian opal doublets ct only  reference coin is a penny mm or  please claim with me or mine first class usps shipping  international shipping  canada  please send dm if international first one to claim me or mine wins natural bestdeals  turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier  turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise
bestdeals,**🚨Unbeatable Deal!🚨**,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-21-38_UTC.txt,unbeatable deal,0,0,,Not Scam,unbeatable deal
bestdeals,Natural Australian opal doublets 1.8ct only $18 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-21-43_UTC.txt,natural australian opal doublets 18ct only 18 reference coin is a penny 19mm or 34 please claim with me or mine first class usps shipping 6 international shipping 23 canada 15 please send dm if international first one to claim me or mine wins natural bestdeals turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise,0,0,"one, shipping, australian, international, bestdeals, please, 15, turquoiseterritory, turquoise, dm, coin, cabsforsale, 6, claim, natural, first, sale, mine",Scam,natural australian opal doublets ct only  reference coin is a penny mm or  please claim with me or mine first class usps shipping  international shipping  canada  please send dm if international first one to claim me or mine wins natural bestdeals  turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier  turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise
bestdeals,Natural Australian opal doublets only $15 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-22-48_UTC.txt,natural australian opal doublets only 15 reference coin is a penny 19mm or 34 please claim with me or mine first class usps shipping 6 international shipping 23 canada 15 please send dm if international first one to claim me or mine wins natural bestdeals turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise,0,0,"one, shipping, australian, international, bestdeals, please, 15, turquoiseterritory, turquoise, dm, coin, cabsforsale, 6, claim, natural, first, sale, mine",Scam,natural australian opal doublets only  reference coin is a penny mm or  please claim with me or mine first class usps shipping  international shipping  canada  please send dm if international first one to claim me or mine wins natural bestdeals  turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier  turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise
bestdeals,Natural Australian opal doublets 5.23ct only $52 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-23-36_UTC.txt,natural australian opal doublets 523ct only 52 reference coin is a penny 19mm or 34 please claim with me or mine first class usps shipping 6 international shipping 23 canada 15 please send dm if international first one to claim me or mine wins natural bestdeals turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise,0,0,"one, shipping, australian, international, bestdeals, please, 15, turquoiseterritory, turquoise, dm, coin, cabsforsale, 6, claim, natural, first, sale, mine",Scam,natural australian opal doublets ct only  reference coin is a penny mm or  please claim with me or mine first class usps shipping  international shipping  canada  please send dm if international first one to claim me or mine wins natural bestdeals  turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier  turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise
bestdeals,Natural Australian opal doublets 1.4ct only $17 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-24-26_UTC.txt,natural australian opal doublets 14ct only 17 reference coin is a penny 19mm or 34 please claim with me or mine first class usps shipping 6 international shipping 23 canada 15 please send dm if international first one to claim me or mine wins natural bestdeals turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise,0,0,"one, shipping, australian, international, bestdeals, please, 15, turquoiseterritory, turquoise, dm, coin, cabsforsale, 6, claim, natural, first, sale, mine",Scam,natural australian opal doublets ct only  reference coin is a penny mm or  please claim with me or mine first class usps shipping  international shipping  canada  please send dm if international first one to claim me or mine wins natural bestdeals  turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier  turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise
bestdeals,LUCKY TIRE & WHEELS. ✅ Best deal all wheels tires __✔️ Wheels ✔️ Tires ✔️LIFTKIT -Drop kit,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-25-08_UTC.txt,lucky tire wheels best deal all wheels tires wheels tires liftkit drop kit,0,0,,Not Scam,lucky tire  wheels  best deal all wheels tires  wheels  tires liftkit drop kit
bestdeals,Natural Australian opal doublets 2.42ct only $24 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-25-09_UTC.txt,natural australian opal doublets 242ct only 24 reference coin is a penny 19mm or 34 please claim with me or mine first class usps shipping 6 international shipping 23 canada 15 please send dm if international first one to claim me or mine wins natural bestdeals turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise,0,0,"one, shipping, australian, international, bestdeals, please, 15, turquoiseterritory, turquoise, dm, coin, cabsforsale, 6, claim, natural, first, sale, mine",Scam,natural australian opal doublets ct only  reference coin is a penny mm or  please claim with me or mine first class usps shipping  international shipping  canada  please send dm if international first one to claim me or mine wins natural bestdeals  turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier  turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise
bestdeals,Natural Australian opal doublets 5.8ct only $58 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-25-51_UTC.txt,natural australian opal doublets 58ct only 58 reference coin is a penny 19mm or 34 please claim with me or mine first class usps shipping 6 international shipping 23 canada 15 please send dm if international first one to claim me or mine wins natural bestdeals turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise,0,0,"one, shipping, australian, international, bestdeals, please, 15, turquoiseterritory, turquoise, dm, coin, cabsforsale, 6, claim, natural, first, sale, mine",Scam,natural australian opal doublets ct only  reference coin is a penny mm or  please claim with me or mine first class usps shipping  international shipping  canada  please send dm if international first one to claim me or mine wins natural bestdeals  turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier  turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise
bestdeals,"🔥 2009 HARLEY-DAVIDSON FLHRC ROAD KING CLASSIC – $6,995! 🔥",C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-26-06_UTC.txt,2009 harleydavidson flhrc road king classic 6995,0,0,,Not Scam,  harleydavidson flhrc road king classic   
bestdeals,Last one for today thankyou everyone natural Australian opal doublets 4.55ct only $46 Reference coin is a penny 19mm or 3/4” please claim with me or mine First class usps shipping $6 international shipping $23 Canada $15 Please send dm if international first one to claim me or mine wins!!! #natural #bestdeals  #turquoise for sale #turquoiseterritory #turquoise over diamonds #cab #cabs #cabochon #cabochonmaker #cabsforsale #camericanturquoiseabsupplier # #turquoise #nevada #forsale #turquoiseoverdiamonds #cabsforsale #cabachonsupplier #cabachons #silversmith #turquoisejewelry #turquoiseterritory #cabsforsale #instasmithy #roystonturquoise #sonorangoldturquoise,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-26-51_UTC.txt,last one for today thankyou everyone natural australian opal doublets 455ct only 46 reference coin is a penny 19mm or 34 please claim with me or mine first class usps shipping 6 international shipping 23 canada 15 please send dm if international first one to claim me or mine wins natural bestdeals turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise,0,0,"one, shipping, australian, international, bestdeals, please, 15, turquoiseterritory, turquoise, dm, coin, cabsforsale, 6, claim, natural, first, sale, mine",Scam,last one for today thankyou everyone natural australian opal doublets ct only  reference coin is a penny mm or  please claim with me or mine first class usps shipping  international shipping  canada  please send dm if international first one to claim me or mine wins natural bestdeals  turquoise for sale turquoiseterritory turquoise over diamonds cab cabs cabochon cabochonmaker cabsforsale camericanturquoiseabsupplier  turquoise nevada forsale turquoiseoverdiamonds cabsforsale cabachonsupplier cabachons silversmith turquoisejewelry turquoiseterritory cabsforsale instasmithy roystonturquoise sonorangoldturquoise
bestdeals,"🔥 2018 HARLEY-DAVIDSON FXBB STREET BOB – $8,495! 🔥",C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-30-01_UTC.txt,2018 harleydavidson fxbb street bob 8495,0,0,,Not Scam,  harleydavidson fxbb street bob   
bestdeals,"Surf, skyline views, and sunny vibes—Sydney is the ultimate travel destination! Whether you’re lounging on Bondi Beach or snapping pics at the Sydney Opera House, there’s something for every traveler.",C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-40-31_UTC.txt,surf skyline views and sunny vibessydney is the ultimate travel destination whether youre lounging on bondi beach or snapping pics at the sydney opera house theres something for every traveler,0,0,,Not Scam,surf skyline views and sunny vibessydney is the ultimate travel destination whether youre lounging on bondi beach or snapping pics at the sydney opera house theres something for every traveler
bestdeals,"Apartamente 1+1, 2+1, 3+1 te Hora Vertikale te 21 Dhjetori",C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-40-32_UTC.txt,apartamente 11 21 31 te hora vertikale te 21 dhjetori,0,0,,Not Scam,apartamente    te hora vertikale te  dhjetori
bestdeals,"🔥 2018 HARLEY-DAVIDSON FLHRXS ROAD KING SPECIAL – $9,795! 🔥",C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-41-53_UTC.txt,2018 harleydavidson flhrxs road king special 9795,0,0,,Not Scam,  harleydavidson flhrxs road king special   
bestdeals,"🔥 2023 HARLEY-DAVIDSON FXLRS LOW RIDER S – $13,995! 🔥",C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-47-16_UTC.txt,2023 harleydavidson fxlrs low rider s 13995,0,0,,Not Scam,  harleydavidson fxlrs low rider s   
bestdeals,Google Pixel 8a available at a discounted price!,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-48-45_UTC.txt,google pixel 8a available at a discounted price,0,0,,Not Scam,google pixel a available at a discounted price
bestdeals,2022 Kia Forte LXS sold,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-51-37_UTC.txt,2022 kia forte lxs sold,0,0,,Not Scam, kia forte lxs sold
bestdeals,"🔥 2020 HARLEY-DAVIDSON XL883N SPORTSTER IRON 883 – ONLY 442 MILES! $5,995! 🔥",C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-51-42_UTC.txt,2020 harleydavidson xl883n sportster iron 883 only 442 miles 5995,0,0,,Not Scam,  harleydavidson xln sportster iron   only  miles  
bestdeals,🚗🔥 معرض الصقر للسيارات 🔥🚗,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-52-29_UTC.txt,,0,0,,Not Scam,    
bestdeals,🚨 Truck Month is here! 🚨 Don’t miss out on unbeatable deals at Shawnee Mission Ford! Stop by today and drive home your dream truck!,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-57-18_UTC.txt,truck month is here dont miss out on unbeatable deals at shawnee mission ford stop by today and drive home your dream truck,0,0,,Not Scam, truck month is here  dont miss out on unbeatable deals at shawnee mission ford stop by today and drive home your dream truck
bestdeals,"This beautiful & lightweight floral spring blouse from J. crew has a very pretty print and ruffled collar detail making it perfect for the girly girl who loves warmer weather! ☀️Size available is small, most offers are accepted!",C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_21-59-16_UTC.txt,this beautiful lightweight floral spring blouse from j crew has a very pretty print and ruffled collar detail making it perfect for the girly girl who loves warmer weather size available is small most offers are accepted,0,0,,Not Scam,this beautiful  lightweight floral spring blouse from j crew has a very pretty print and ruffled collar detail making it perfect for the girly girl who loves warmer weather size available is small most offers are accepted
bestdeals,These shoes are so cool! 😱 They're Size 4.5 youth and only $16‼️😁 For a same-day hold please give us a call at 813-358-3123! 📲,C:\Users\Asus\AppData\Local\Instaloader\Data\bestdeals\2025-02-26_22-01-21_UTC.txt,these shoes are so cool theyre size 45 youth and only 16 for a sameday hold please give us a call at 8133583123,0,0,please,Scam,these shoes are so cool  theyre size  youth and only  for a sameday hold please give us a call at  
